"VALDATA","VALVALOR"
"2019-01-01",697.923
"2019-02-01",706.66
"2019-03-01",714.243
"2019-04-01",720.695
"2019-05-01",723.577
"2019-06-01",728.142
"2019-07-01",728.084
"2019-08-01",724.395
"2019-09-01",728.04
"2019-10-01",732.041
"2019-11-01",738.264
"2019-12-01",751.121
"2020-01-01",751.82
"2020-02-01",751.91
"2020-03-01",764.276
"2020-04-01",764.656
"2020-05-01",772.843
"2020-06-01",785.221
"2020-07-01",803.584
"2020-08-01",834.713
"2020-09-01",862.259
"2020-10-01",893.997
"2020-11-01",917.538
"2020-12-01",924.504
"2021-01-01",951.395
"2021-02-01",977.133
"2021-03-01",998.344
"2021-04-01",1020.495
"2021-05-01",1055.167
"2021-06-01",1056.343
"2021-07-01",1071.615
"2021-08-01",1070.147
"2021-09-01",1064.31
"2021-10-01",1081.301
"2021-11-01",1075.022
"2021-12-01",1088.489
"2022-01-01",1110.398
"2022-02-01",1127.077
"2022-03-01",1153.777
"2022-04-01",1158.546
"2022-05-01",1166.542
"2022-06-01",1173.831
"2022-07-01",1169.426
"2022-08-01",1162.956
"2022-09-01",1148.811
"2022-10-01",1141.733
"2022-11-01",1139.734
"2022-12-01",1143.225
"2023-01-01",1143.861
"2023-02-01",1144.271
"2023-03-01",1140.357
"2023-04-01",1128.805
"2023-05-01",1102.506
"2023-06-01",1086.474
"2023-07-01",1082.105
"2023-08-01",1082.593
"2023-09-01",1087.419
"2023-10-01",1092.974
"2023-11-01",1098.48
"2023-12-01",1105.541
"2024-01-01",1102.571
"2024-02-01",1098.095
"2024-03-01",1094.763
"2024-04-01",1102.66
